timestamp,smoothAmp,mean,std,z,behavior,transition,insight,prediction,context,action
1775710984.7091823,72,103.05,139.11,-0.22,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.7248085,68,103.02,139.04,-0.25,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.7408397,140,103.05,138.98,0.27,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.7569034,190,103.14,138.94,0.63,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.7728064,225,103.26,138.92,0.88,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.7888792,242,103.40,138.92,1.00,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.804508,260,103.40,138.94,1.13,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.8206496,194,103.49,138.90,0.65,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.8370125,145,103.53,138.84,0.30,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.8526585,113,103.54,138.77,0.07,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.8686454,108,103.55,138.70,0.03,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.8850613,103,103.55,138.63,-0.00,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.9008827,105,103.55,138.56,0.01,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.9169688,106,103.55,138.49,0.02,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.9329133,104,103.55,138.42,0.00,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.9489815,98,103.54,138.35,-0.04,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.9648964,93,103.53,138.28,-0.08,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.9805977,92,103.52,138.21,-0.08,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710984.9970233,89,103.51,138.15,-0.11,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.0128558,79,103.48,138.08,-0.18,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.0291414,72,103.45,138.01,-0.23,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.0448217,67,103.41,137.95,-0.26,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.0612302,59,103.37,137.89,-0.32,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.0768266,52,103.32,137.83,-0.37,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.092591,47,103.26,137.77,-0.41,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.1085253,43,103.20,137.72,-0.44,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.1251054,42,103.14,137.66,-0.44,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.1410458,37,103.08,137.61,-0.48,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.1568244,35,103.01,137.55,-0.49,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.1727746,42,102.95,137.50,-0.44,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.1885579,45,102.89,137.44,-0.42,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.205338,41,102.83,137.39,-0.45,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.2210982,38,102.76,137.33,-0.47,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.2365208,37,102.70,137.28,-0.48,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.2525125,31,102.62,137.23,-0.52,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.268794,28,102.55,137.18,-0.54,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.284838,28,102.47,137.14,-0.54,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.3009744,29,102.40,137.09,-0.54,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.3164518,43,102.34,137.03,-0.43,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.3326468,49,102.29,136.97,-0.39,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.3488617,51,102.24,136.91,-0.37,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.364841,52,102.19,136.85,-0.37,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.3809872,57,102.14,136.79,-0.33,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.3969736,45,102.08,136.74,-0.42,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.4130716,41,102.02,136.68,-0.45,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.4288695,40,101.96,136.63,-0.45,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.4446068,38,101.90,136.57,-0.47,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.4610963,37,101.83,136.52,-0.47,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.4769301,37,101.77,136.47,-0.47,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.4931116,37,101.70,136.42,-0.47,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.509373,39,101.64,136.36,-0.46,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.5250437,52,101.59,136.30,-0.36,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.5409856,55,101.54,136.24,-0.34,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.5574193,57,101.50,136.18,-0.33,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.5734558,60,101.46,136.12,-0.30,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.5887513,60,101.42,136.06,-0.30,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.6051838,47,101.36,136.00,-0.40,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.620945,44,101.31,135.95,-0.42,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.6370044,53,101.26,135.89,-0.36,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.6530461,56,101.21,135.83,-0.33,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.6687772,54,101.16,135.77,-0.35,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.684945,54,101.12,135.71,-0.35,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.7011032,50,101.07,135.65,-0.38,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.7169523,39,101.00,135.59,-0.46,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.7327936,33,100.94,135.54,-0.50,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.7489986,35,100.87,135.49,-0.49,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.764997,45,100.81,135.44,-0.41,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.7807667,71,100.78,135.37,-0.22,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.7970252,68,100.75,135.31,-0.24,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.8125527,68,100.72,135.24,-0.24,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.828971,69,100.69,135.18,-0.23,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.8446643,60,100.65,135.12,-0.30,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.8608778,34,100.58,135.07,-0.49,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.8772416,40,100.52,135.01,-0.45,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.893034,41,100.46,134.96,-0.44,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.9087007,39,100.40,134.91,-0.46,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.9247801,41,100.34,134.85,-0.44,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.9409368,43,100.28,134.80,-0.42,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.9564981,89,100.27,134.73,-0.08,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.9726763,178,100.35,134.68,0.58,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710985.988607,301,100.35,134.77,1.49,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.0049117,452,100.35,135.16,2.60,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.0209584,634,100.35,136.14,3.92,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.0365252,805,100.35,137.88,5.11,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.052522,967,100.35,140.51,6.17,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.0687416,1111,100.35,144.03,7.02,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.0846922,1216,100.35,148.22,7.53,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.101173,1333,100.35,153.19,8.05,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.1170793,1463,100.35,159.06,8.57,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.1324792,1552,100.35,165.48,8.77,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.1486123,1638,100.35,172.39,8.92,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.1646657,1720,100.35,179.76,9.01,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.1804657,1759,100.35,187.17,8.86,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.1966093,1740,100.35,194.13,8.45,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.212657,1758,100.35,200.00,8.29,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.228637,1765,100.35,200.00,8.32,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.2448995,1781,100.35,200.00,8.40,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.2606525,1832,100.35,200.00,8.66,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.277014,1912,100.35,200.00,9.06,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.2928038,1949,100.35,200.00,9.24,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.3090482,2003,100.35,200.00,9.51,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.3251123,2054,100.35,200.00,9.77,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.3410535,2076,100.35,200.00,9.88,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.357134,2087,100.35,200.00,9.93,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.3727973,2126,100.35,200.00,10.13,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.3885899,2178,100.35,200.00,10.39,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.4048054,2312,100.35,200.00,11.06,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.4205873,2451,100.35,200.00,11.75,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.436632,2627,100.35,200.00,12.63,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.452947,2781,100.35,200.00,13.40,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.4686365,2913,100.35,200.00,14.06,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.484831,2942,100.35,200.00,14.21,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.501263,2976,100.35,200.00,14.38,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.5167584,2933,100.35,200.00,14.16,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.5326557,2907,100.35,200.00,14.03,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.5487046,2842,100.35,200.00,13.71,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.5649786,2819,100.35,200.00,13.59,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.5810843,2769,100.35,200.00,13.34,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.5971599,2775,100.35,200.00,13.37,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.6124446,2773,100.35,200.00,13.36,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.6292555,2795,100.35,200.00,13.47,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.644828,2819,100.35,200.00,13.59,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.6610432,2862,100.35,200.00,13.81,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.6770132,2893,100.35,200.00,13.96,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.6932368,2949,100.35,200.00,14.24,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.7089326,3016,100.35,200.00,14.58,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.7266142,3090,100.35,200.00,14.95,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.7410038,3153,100.35,200.00,15.26,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.756936,3187,100.35,200.00,15.43,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.7730904,3188,100.35,200.00,15.44,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.7891119,3196,100.35,200.00,15.48,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.8050773,3192,100.35,200.00,15.46,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.8209438,3200,100.35,200.00,15.50,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.8370867,3262,100.35,200.00,15.81,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.853056,3330,100.35,200.00,16.15,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.8689668,3375,100.35,200.00,16.37,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.8851004,3425,100.35,200.00,16.62,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.9012983,3431,100.35,200.00,16.65,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.9168131,3420,100.35,200.00,16.60,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.932726,3420,100.35,200.00,16.60,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.9487712,3483,100.35,200.00,16.91,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.9650316,3575,100.35,200.00,17.37,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.9811916,3678,100.35,200.00,17.89,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710986.996911,3757,100.35,200.00,18.28,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.0126033,3836,100.35,200.00,18.68,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.0288308,3881,100.35,200.00,18.90,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.0449526,3929,100.35,200.00,19.14,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.060933,3979,100.35,200.00,19.39,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.0770094,4022,100.35,200.00,19.61,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.0931396,3983,100.35,200.00,19.41,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.108903,3915,100.35,200.00,19.07,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.1249602,3789,100.35,200.00,18.44,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.1407845,3646,100.35,200.00,17.73,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.1570468,3559,100.35,200.00,17.29,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.1728299,3562,100.35,200.00,17.31,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.1891096,3615,100.35,200.00,17.57,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.2050107,3721,100.35,200.00,18.10,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.221099,3912,100.35,200.00,19.06,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.2373052,4049,100.35,200.00,19.74,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.252835,4170,100.35,200.00,20.35,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.2692924,4288,100.35,200.00,20.94,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.284787,4413,100.35,200.00,21.56,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.300845,4492,100.35,200.00,21.96,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.3171196,4629,100.35,200.00,22.64,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.3326435,4714,100.35,200.00,23.07,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.3491852,4776,100.35,200.00,23.38,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.364816,4773,100.35,200.00,23.36,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.3810244,4768,100.35,200.00,23.34,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.396647,4703,100.35,200.00,23.01,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.4126172,4669,100.35,200.00,22.84,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.4288847,4565,100.35,200.00,22.32,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.4450667,4427,100.35,200.00,21.63,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.4610033,4253,100.35,200.00,20.76,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.4767954,4106,100.35,200.00,20.03,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.4928844,3940,100.35,200.00,19.20,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.5086982,3873,100.35,200.00,18.86,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.5251577,3891,100.35,200.00,18.95,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.5409894,3948,100.35,200.00,19.24,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.5575519,3959,100.35,200.00,19.29,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.5730197,4048,100.35,200.00,19.74,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.588969,4100,100.35,200.00,20.00,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.6051724,4192,100.35,200.00,20.46,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.620529,4271,100.35,200.00,20.85,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.6369805,4399,100.35,200.00,21.49,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.6525831,4468,100.35,200.00,21.84,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.6687093,4482,100.35,200.00,21.91,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.6850898,4377,100.35,200.00,21.38,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.7007437,4270,100.35,200.00,20.85,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.716821,4161,100.35,200.00,20.30,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.7324007,4081,100.35,200.00,19.90,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.748529,4093,100.35,200.00,19.96,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.7649984,4133,100.35,200.00,20.16,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.7808785,4197,100.35,200.00,20.48,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.7969017,4204,100.35,200.00,20.52,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.812786,4195,100.35,200.00,20.47,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.8287523,4161,100.35,200.00,20.30,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.8452134,4121,100.35,200.00,20.10,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.8617346,4071,100.35,200.00,19.85,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.8777382,4079,100.35,200.00,19.89,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.893255,4061,100.35,200.00,19.80,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.9094093,4038,100.35,200.00,19.69,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.924918,4019,100.35,200.00,19.59,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.9411004,4001,100.35,200.00,19.50,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.9573696,3995,100.35,200.00,19.47,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.9730687,3999,100.35,200.00,19.49,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710987.9890378,3971,100.35,200.00,19.35,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.0051734,3979,100.35,200.00,19.39,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.0213675,3965,100.35,200.00,19.32,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.037326,3930,100.35,200.00,19.15,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.0538857,3894,100.35,200.00,18.97,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.0690403,3879,100.35,200.00,18.89,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.0845573,3814,100.35,200.00,18.57,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.100859,3779,100.35,200.00,18.39,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.1170495,3725,100.35,200.00,18.12,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.1329708,3722,100.35,200.00,18.11,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.1490753,3726,100.35,200.00,18.13,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.16502,3829,100.35,200.00,18.64,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.181274,3933,100.35,200.00,19.16,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
1775710988.1968915,4065,100.35,200.00,19.82,INACTIVE,NONE,NORMAL,LIKELY_INACTIVE,NORMAL,NONE
