timestamp,amplitude,mean,std,z,behavior
1774901022.7385395,457.0,160.7,97.15,3.05,INACTIVE
1774901022.7616906,543.0,160.7,97.85,3.91,INACTIVE
1774901022.7629473,630.0,160.7,98.92,4.74,INACTIVE
1774901022.763807,651.0,160.7,100.08,4.9,INACTIVE
1774901022.7645197,620.0,160.7,101.08,4.54,INACTIVE
1774901022.7688525,542.0,160.7,101.74,3.75,INACTIVE
1774901022.7844927,472.0,160.7,102.17,3.05,INACTIVE
1774901022.8005383,372.0,160.7,102.33,2.06,INACTIVE
1774901022.8169107,298.0,160.7,102.37,1.34,INACTIVE
1774901022.8326354,260.0,160.8,102.37,0.97,INACTIVE
1774901022.8485813,288.0,160.8,102.4,1.24,INACTIVE
1774901022.8645194,412.0,160.8,102.66,2.45,INACTIVE
1774901022.880402,567.0,160.8,103.41,3.93,INACTIVE
1774901022.896456,762.0,160.8,105.09,5.72,INACTIVE
1774901022.912564,841.0,160.8,107.21,6.34,INACTIVE
1774901022.9287496,848.0,160.8,109.34,6.28,INACTIVE
1774901022.9446192,711.0,160.8,110.66,4.97,INACTIVE
1774901022.9606287,532.0,160.8,111.23,3.34,INACTIVE
1774901022.976488,335.0,160.8,111.31,1.57,INACTIVE
1774901022.9925985,239.0,160.87,111.28,0.7,INACTIVE
1774901023.008564,156.0,160.87,111.23,-0.04,INACTIVE
1774901023.024992,154.0,160.86,111.17,-0.06,INACTIVE
1774901023.0407693,230.0,160.93,111.14,0.62,INACTIVE
1774901023.056703,401.0,160.93,111.34,2.16,INACTIVE
1774901023.0727575,582.0,160.93,112.08,3.76,INACTIVE
1774901023.0888848,709.0,160.93,113.36,4.83,INACTIVE
1774901023.1045282,775.0,160.93,114.95,5.34,INACTIVE
1774901023.1208146,730.0,160.93,116.29,4.89,INACTIVE
1774901023.1373193,567.0,160.93,116.94,3.47,INACTIVE
1774901023.1528006,403.0,160.93,117.14,2.07,INACTIVE
1774901023.168841,274.0,161.04,117.13,0.96,INACTIVE
1774901023.184476,191.0,161.07,117.08,0.26,INACTIVE
1774901023.2008195,144.0,161.06,117.02,-0.15,INACTIVE
1774901023.2164588,115.0,161.01,116.97,-0.39,INACTIVE
1774901023.2325232,95.0,160.95,116.93,-0.56,INACTIVE
1774901023.2484422,93.0,160.88,116.89,-0.58,INACTIVE
1774901023.2644248,86.0,160.8,116.86,-0.64,INACTIVE
1774901023.2805376,90.0,160.73,116.82,-0.61,INACTIVE
1774901023.2968473,92.0,160.66,116.78,-0.59,INACTIVE
1774901023.3127332,90.0,160.59,116.74,-0.6,INACTIVE
1774901023.3288307,88.0,160.52,116.71,-0.62,INACTIVE
1774901023.3446012,92.0,160.45,116.67,-0.59,INACTIVE
1774901023.3610268,93.0,160.38,116.63,-0.58,INACTIVE
1774901023.3767712,92.0,160.32,116.59,-0.59,INACTIVE
1774901023.3924327,92.0,160.25,116.56,-0.59,INACTIVE
1774901023.408469,89.0,160.18,116.52,-0.61,INACTIVE
1774901023.4244797,88.0,160.1,116.48,-0.62,INACTIVE
1774901023.4406142,86.0,160.03,116.45,-0.64,INACTIVE
1774901023.4568386,121.0,159.99,116.4,-0.33,INACTIVE
1774901023.47278,256.0,160.09,116.38,0.82,INACTIVE
1774901023.4888537,450.0,160.09,116.68,2.48,INACTIVE
1774901023.5047152,660.0,160.09,117.69,4.25,INACTIVE
1774901023.520768,793.0,160.09,119.32,5.3,INACTIVE
1774901023.536699,784.0,160.09,120.88,5.16,INACTIVE
1774901023.552652,679.0,160.09,121.93,4.26,INACTIVE
1774901023.568844,495.0,160.09,122.33,2.74,INACTIVE
1774901023.5847986,286.0,160.09,122.33,1.03,INACTIVE
1774901023.6005955,150.0,160.08,122.27,-0.08,INACTIVE
1774901023.6169953,150.0,160.07,122.21,-0.08,INACTIVE
1774901023.6331074,247.0,160.15,122.18,0.71,INACTIVE
1774901023.6489532,313.0,160.15,122.22,1.25,INACTIVE
1774901023.6645145,378.0,160.15,122.35,1.78,INACTIVE
1774901023.6804607,442.0,160.15,122.61,2.3,INACTIVE
1774901023.6969426,479.0,160.15,122.96,2.59,INACTIVE
1774901023.7127488,407.0,160.15,123.15,2.0,INACTIVE
1774901023.7285583,364.0,160.15,123.26,1.65,INACTIVE
1774901023.7446775,368.0,160.15,123.37,1.68,INACTIVE
1774901023.760544,333.0,160.15,123.43,1.4,INACTIVE
1774901023.7767167,293.0,160.15,123.44,1.08,INACTIVE
1774901023.7924874,247.0,160.24,123.41,0.7,INACTIVE
1774901023.808747,215.0,160.29,123.36,0.44,INACTIVE
1774901023.8245044,164.0,160.3,123.3,0.03,INACTIVE
1774901023.8406365,288.0,160.3,123.3,1.04,INACTIVE
1774901023.8564467,386.0,160.3,123.45,1.83,INACTIVE
1774901023.872384,488.0,160.3,123.82,2.65,INACTIVE
1774901023.8884015,548.0,160.3,124.36,3.12,INACTIVE
1774901023.9044087,558.0,160.3,124.94,3.18,INACTIVE
1774901023.9206595,420.0,160.3,125.14,2.08,INACTIVE
1774901023.9363616,311.0,160.3,125.17,1.2,INACTIVE
1774901023.95242,204.0,160.34,125.12,0.35,INACTIVE
1774901023.96847,146.0,160.33,125.05,-0.11,INACTIVE
1774901023.9844577,243.0,160.41,125.02,0.66,INACTIVE
1774901024.0006044,363.0,160.41,125.12,1.62,INACTIVE
1774901024.016858,448.0,160.41,125.39,2.29,INACTIVE
1774901024.0329795,516.0,160.41,125.83,2.83,INACTIVE
1774901024.048956,574.0,160.41,126.44,3.27,INACTIVE
1774901024.0645525,486.0,160.41,126.8,2.57,INACTIVE
1774901024.0806487,380.0,160.41,126.93,1.73,INACTIVE
1774901024.0967581,292.0,160.41,126.93,1.04,INACTIVE
1774901024.1126783,226.0,160.48,126.89,0.52,INACTIVE
1774901024.1284516,168.0,160.48,126.82,0.06,INACTIVE
1774901024.144927,135.0,160.46,126.76,-0.2,INACTIVE
1774901024.1609707,111.0,160.41,126.71,-0.39,INACTIVE
1774901024.1768148,116.0,160.36,126.65,-0.35,INACTIVE
1774901024.1927836,112.0,160.32,126.6,-0.38,INACTIVE
1774901024.2086122,117.0,160.27,126.54,-0.34,INACTIVE
1774901024.2247202,127.0,160.24,126.48,-0.26,INACTIVE
1774901024.2405827,145.0,160.22,126.42,-0.12,INACTIVE
1774901024.25712,147.0,160.21,126.36,-0.1,INACTIVE
1774901024.2725484,154.0,160.2,126.29,-0.05,INACTIVE
1774901024.2887437,148.0,160.19,126.23,-0.1,INACTIVE
1774901024.3049886,135.0,160.17,126.17,-0.2,INACTIVE
1774901024.320595,115.0,160.12,126.12,-0.36,INACTIVE
1774901024.3367798,100.0,160.06,126.07,-0.48,INACTIVE
1774901024.3526187,124.0,160.03,126.01,-0.29,INACTIVE
1774901024.3686385,259.0,160.12,125.99,0.78,INACTIVE
1774901024.384495,410.0,160.12,126.17,1.98,INACTIVE
1774901024.4010875,491.0,160.12,126.54,2.61,INACTIVE
1774901024.41671,498.0,160.12,126.93,2.66,INACTIVE
1774901024.4326503,471.0,160.12,127.24,2.44,INACTIVE
1774901024.4490457,334.0,160.12,127.3,1.37,INACTIVE
1774901024.4649217,182.0,160.15,127.24,0.17,INACTIVE
1774901024.4809093,98.0,160.08,127.19,-0.49,INACTIVE
1774901024.4972236,96.0,160.02,127.14,-0.5,INACTIVE
1774901024.5127373,90.0,159.95,127.1,-0.55,INACTIVE
1774901024.5285974,87.0,159.88,127.06,-0.57,INACTIVE
1774901024.54487,88.0,159.81,127.01,-0.57,INACTIVE
1774901024.5607398,89.0,159.73,126.97,-0.56,INACTIVE
1774901024.576699,94.0,159.67,126.92,-0.52,INACTIVE
1774901024.5927062,102.0,159.61,126.87,-0.45,INACTIVE
1774901024.608572,107.0,159.56,126.82,-0.41,INACTIVE
1774901024.6243382,105.0,159.5,126.77,-0.43,INACTIVE
1774901024.6403735,112.0,159.46,126.71,-0.37,INACTIVE
1774901024.6566288,105.0,159.4,126.66,-0.43,INACTIVE
1774901024.6726518,101.0,159.34,126.61,-0.46,INACTIVE
1774901024.6884997,99.0,159.28,126.56,-0.48,INACTIVE
1774901024.7045808,94.0,159.22,126.52,-0.52,INACTIVE
1774901024.7204819,97.0,159.16,126.47,-0.49,INACTIVE
1774901024.736802,239.0,159.24,126.43,0.63,INACTIVE
1774901024.7524202,368.0,159.24,126.54,1.65,INACTIVE
1774901024.7684956,398.0,159.24,126.7,1.88,INACTIVE
1774901024.7845154,433.0,159.24,126.93,2.16,INACTIVE
1774901024.800709,432.0,159.24,127.16,2.15,INACTIVE
1774901024.8164659,297.0,159.24,127.17,1.08,INACTIVE
1774901024.8328521,184.0,159.26,127.11,0.19,INACTIVE
1774901024.848387,187.0,159.29,127.05,0.22,INACTIVE
1774901024.8643048,213.0,159.34,127.0,0.42,INACTIVE
1774901024.8803504,243.0,159.43,126.96,0.66,INACTIVE
1774901024.8963504,247.0,159.51,126.93,0.69,INACTIVE
1774901024.9123313,257.0,159.61,126.9,0.77,INACTIVE
1774901024.9283652,258.0,159.71,126.88,0.77,INACTIVE
1774901024.94444,229.0,159.78,126.83,0.55,INACTIVE
1774901024.9604173,208.0,159.83,126.78,0.38,INACTIVE
1774901024.9763682,216.0,159.88,126.73,0.44,INACTIVE
1774901024.992521,224.0,159.95,126.68,0.51,INACTIVE
1774901025.008405,235.0,160.02,126.64,0.59,INACTIVE
1774901025.0243802,263.0,160.13,126.62,0.81,INACTIVE
1774901025.040351,290.0,160.13,126.62,1.03,INACTIVE
1774901025.0564456,326.0,160.13,126.67,1.31,INACTIVE
1774901025.0724142,327.0,160.13,126.71,1.32,INACTIVE
1774901025.0883565,317.0,160.13,126.75,1.24,INACTIVE
1774901025.1043708,273.0,160.24,126.74,0.89,INACTIVE
1774901025.1205032,239.0,160.32,126.7,0.62,INACTIVE
1774901025.136332,213.0,160.37,126.64,0.42,INACTIVE
1774901025.1522865,213.0,160.42,126.59,0.42,INACTIVE
1774901025.1684105,204.0,160.47,126.54,0.34,INACTIVE
1774901025.185482,203.0,160.51,126.48,0.34,INACTIVE
1774901025.2007024,199.0,160.55,126.42,0.3,INACTIVE
1774901025.2168124,175.0,160.56,126.36,0.11,INACTIVE
1774901025.2327797,152.0,160.55,126.3,-0.07,INACTIVE
1774901025.2486405,135.0,160.53,126.24,-0.2,INACTIVE
1774901025.2642803,229.0,160.6,126.19,0.54,INACTIVE
1774901025.280374,384.0,160.6,126.33,1.77,INACTIVE
1774901025.2963161,472.0,160.6,126.65,2.46,INACTIVE
1774901025.3123887,499.0,160.6,127.04,2.66,INACTIVE
1774901025.328496,547.0,160.6,127.56,3.03,INACTIVE
1774901025.3445878,526.0,160.6,128.02,2.85,INACTIVE
1774901025.3608165,433.0,160.6,128.24,2.12,INACTIVE
1774901025.3770142,417.0,160.6,128.43,2.0,INACTIVE
1774901025.392856,468.0,160.6,128.74,2.39,INACTIVE
1774901025.4083998,441.0,160.6,128.98,2.17,INACTIVE
1774901025.424337,388.0,160.6,129.11,1.76,INACTIVE
1774901025.4410264,339.0,160.6,129.17,1.38,INACTIVE
1774901025.4568424,327.0,160.6,129.22,1.29,INACTIVE
1774901025.47237,274.0,160.71,129.2,0.88,INACTIVE
1774901025.4883213,264.0,160.81,129.18,0.8,INACTIVE
1774901025.5043178,239.0,160.89,129.14,0.6,INACTIVE
1774901025.520379,230.0,160.96,129.09,0.53,INACTIVE
1774901025.5365074,208.0,161.01,129.03,0.36,INACTIVE
1774901025.5524378,348.0,161.01,129.11,1.45,INACTIVE
1774901025.5683727,426.0,161.01,129.31,2.05,INACTIVE
1774901025.584704,516.0,161.01,129.73,2.74,INACTIVE
1774901025.6007774,560.0,161.01,130.28,3.06,INACTIVE
1774901025.6169112,537.0,161.01,130.76,2.88,INACTIVE
1774901025.6326225,371.0,161.01,130.86,1.6,INACTIVE
1774901025.6494863,291.0,161.14,130.86,0.99,INACTIVE
1774901025.6651578,234.0,161.21,130.82,0.56,INACTIVE
1774901025.6807868,322.0,161.21,130.85,1.23,INACTIVE
1774901025.6964986,439.0,161.21,131.08,2.12,INACTIVE
1774901025.7135062,498.0,161.21,131.45,2.56,INACTIVE
1774901025.7289522,515.0,161.21,131.86,2.68,INACTIVE
1774901025.744612,511.0,161.21,132.25,2.64,INACTIVE
1774901025.761319,388.0,161.21,132.38,1.71,INACTIVE
1774901025.7770174,260.0,161.31,132.35,0.75,INACTIVE
1774901025.7935581,202.0,161.35,132.29,0.31,INACTIVE
1774901025.8087227,172.0,161.36,132.23,0.08,INACTIVE
1774901025.8245773,139.0,161.34,132.16,-0.17,INACTIVE
1774901025.8410368,125.0,161.3,132.1,-0.27,INACTIVE
1774901025.8568316,123.0,161.26,132.04,-0.29,INACTIVE
1774901025.8728454,120.0,161.22,131.98,-0.31,INACTIVE
1774901025.8890796,131.0,161.19,131.92,-0.23,INACTIVE
1774901025.9044971,140.0,161.17,131.85,-0.16,INACTIVE
1774901025.920658,162.0,161.17,131.79,0.01,INACTIVE
1774901025.9365547,185.0,161.19,131.72,0.18,INACTIVE
1774901025.9525585,200.0,161.23,131.66,0.29,INACTIVE
1774901025.9685469,254.0,161.33,131.63,0.7,INACTIVE
1774901025.98487,321.0,161.33,131.66,1.21,INACTIVE
1774901026.0005426,364.0,161.33,131.75,1.54,INACTIVE
1774901026.0165179,394.0,161.33,131.89,1.76,INACTIVE
1774901026.0326269,452.0,161.33,132.15,2.2,INACTIVE
1774901026.0486226,477.0,161.33,132.46,2.38,INACTIVE
1774901026.0648808,511.0,161.33,132.85,2.63,INACTIVE
1774901026.0809343,489.0,161.33,133.19,2.46,INACTIVE
1774901026.0968177,445.0,161.33,133.42,2.13,INACTIVE
1774901026.1129365,383.0,161.33,133.54,1.66,INACTIVE
1774901026.1289444,299.0,161.33,133.54,1.03,INACTIVE
1774901026.1448967,209.0,161.37,133.49,0.36,INACTIVE
1774901026.1607058,240.0,161.45,133.44,0.59,INACTIVE
1774901026.1767375,441.0,161.45,133.67,2.09,INACTIVE
1774901026.192636,569.0,161.45,134.22,3.04,INACTIVE
1774901026.208597,726.0,161.45,135.34,4.17,INACTIVE
1774901026.2245255,882.0,161.45,137.18,5.25,INACTIVE
1774901026.2406259,960.0,161.45,139.41,5.73,INACTIVE
1774901026.2565432,874.0,161.45,141.15,5.05,INACTIVE
1774901026.2725956,864.0,161.45,142.82,4.92,INACTIVE
1774901026.2887063,855.0,161.45,144.42,4.8,INACTIVE
1774901026.3046992,852.0,161.45,146.0,4.73,INACTIVE
1774901026.320811,960.0,161.45,148.09,5.39,INACTIVE
1774901026.3368642,1074.0,161.45,150.8,6.05,INACTIVE
1774901026.352697,1169.0,161.45,154.06,6.54,INACTIVE
1774901026.3687418,1237.0,161.45,157.69,6.82,INACTIVE
1774901026.3845637,1282.0,161.45,161.55,6.94,INACTIVE
1774901026.400498,1218.0,161.45,164.89,6.41,INACTIVE
1774901026.4164941,1186.0,161.45,167.96,6.1,INACTIVE
1774901026.4325187,1142.0,161.45,170.72,5.74,INACTIVE
1774901026.4483945,1160.0,161.45,173.53,5.75,INACTIVE
1774901026.464363,1167.0,161.45,176.33,5.7,INACTIVE
1774901026.4803705,1151.0,161.45,179.0,5.53,INACTIVE
1774901026.4963853,1212.0,161.45,181.97,5.77,INACTIVE
1774901026.5123734,1352.0,161.45,185.73,6.41,INACTIVE
1774901026.5285604,1449.0,161.45,190.05,6.77,INACTIVE
1774901026.5443711,1523.0,161.45,194.78,6.99,INACTIVE
1774901026.5604897,1606.0,161.45,199.97,7.22,INACTIVE
1774901026.5767393,1495.0,161.45,200.0,6.67,INACTIVE
1774901026.5923982,1256.0,161.45,200.0,5.47,INACTIVE
1774901026.608533,1042.0,161.45,200.0,4.4,INACTIVE
1774901026.6244755,865.0,161.45,200.0,3.52,INACTIVE
1774901026.6403682,743.0,161.45,200.0,2.91,INACTIVE
1774901026.6568174,744.0,161.45,200.0,2.91,INACTIVE
1774901026.672795,826.0,161.45,200.0,3.32,INACTIVE
1774901026.6886501,883.0,161.45,200.0,3.61,INACTIVE
1774901026.7045164,978.0,161.45,200.0,4.08,INACTIVE
1774901026.720786,1058.0,161.45,200.0,4.48,INACTIVE
1774901026.7364824,1118.0,161.45,200.0,4.78,INACTIVE
1774901026.7525346,1181.0,161.45,200.0,5.1,INACTIVE
1774901026.7685041,1248.0,161.45,200.0,5.43,INACTIVE
1774901026.7848344,1293.0,161.45,200.0,5.66,INACTIVE
1774901026.8006246,1270.0,161.45,200.0,5.54,INACTIVE
1774901026.8167057,1446.0,161.45,200.0,6.42,INACTIVE
1774901026.8326216,1504.0,161.45,200.0,6.71,INACTIVE
1774901026.8487077,1482.0,161.45,200.0,6.6,INACTIVE
1774901026.8648453,1450.0,161.45,200.0,6.44,INACTIVE
1774901026.8805532,1480.0,161.45,200.0,6.59,INACTIVE
1774901026.896617,1258.0,161.45,200.0,5.48,INACTIVE
1774901026.9123917,1147.0,161.45,200.0,4.93,INACTIVE
1774901026.9286885,1143.0,161.45,200.0,4.91,INACTIVE
1774901026.9444828,1169.0,161.45,200.0,5.04,INACTIVE
1774901026.960609,1204.0,161.45,200.0,5.21,INACTIVE
1774901026.9766133,1284.0,161.45,200.0,5.61,INACTIVE
1774901026.9931862,1403.0,161.45,200.0,6.21,INACTIVE
1774901027.009025,1481.0,161.45,200.0,6.6,INACTIVE
1774901027.024793,1516.0,161.45,200.0,6.77,INACTIVE
1774901027.0405314,1513.0,161.45,200.0,6.76,INACTIVE
1774901027.057028,1546.0,161.45,200.0,6.92,INACTIVE
1774901027.072583,1528.0,161.45,200.0,6.83,INACTIVE
1774901027.089013,1514.0,161.45,200.0,6.76,INACTIVE
1774901027.1046145,1456.0,161.45,200.0,6.47,INACTIVE
1774901027.1204307,1421.0,161.45,200.0,6.3,INACTIVE
1774901027.1365614,1336.0,161.45,200.0,5.87,INACTIVE
1774901027.1526446,1242.0,161.45,200.0,5.4,INACTIVE
1774901027.1686838,1138.0,161.45,200.0,4.88,INACTIVE
1774901027.184663,1104.0,161.45,200.0,4.71,INACTIVE
1774901027.200507,1063.0,161.45,200.0,4.51,INACTIVE
1774901027.2166958,1019.0,161.45,200.0,4.29,INACTIVE
1774901027.2326667,994.0,161.45,200.0,4.16,INACTIVE
1774901027.2486727,996.0,161.45,200.0,4.17,INACTIVE
1774901027.2647977,956.0,161.45,200.0,3.97,INACTIVE
1774901027.280598,915.0,161.45,200.0,3.77,INACTIVE
1774901027.2967181,900.0,161.45,200.0,3.69,INACTIVE
1774901027.3125687,912.0,161.45,200.0,3.75,INACTIVE
1774901027.32865,901.0,161.45,200.0,3.7,INACTIVE
1774901027.344745,873.0,161.45,200.0,3.56,INACTIVE
1774901027.3606575,884.0,161.45,200.0,3.61,INACTIVE
1774901027.376449,897.0,161.45,200.0,3.68,INACTIVE
1774901027.392895,888.0,161.45,200.0,3.63,INACTIVE
1774901027.4087396,877.0,161.45,200.0,3.58,INACTIVE
1774901027.4246242,945.0,161.45,200.0,3.92,INACTIVE
1774901027.44081,987.0,161.45,200.0,4.13,INACTIVE
1774901027.4567127,1033.0,161.45,200.0,4.36,INACTIVE
1774901027.4726999,1083.0,161.45,200.0,4.61,INACTIVE
1774901027.488619,1138.0,161.45,200.0,4.88,INACTIVE
1774901027.504891,1169.0,161.45,200.0,5.04,INACTIVE
1774901027.5208654,1215.0,161.45,200.0,5.27,INACTIVE
1774901027.536721,1278.0,161.45,200.0,5.58,INACTIVE
1774901027.552703,1319.0,161.45,200.0,5.79,INACTIVE
1774901027.5686843,1360.0,161.45,200.0,5.99,INACTIVE
1774901027.5846055,1439.0,161.45,200.0,6.39,INACTIVE
1774901027.6006393,1491.0,161.45,200.0,6.65,INACTIVE
1774901027.6166756,1543.0,161.45,200.0,6.91,INACTIVE
1774901027.6328194,1671.0,161.45,200.0,7.55,INACTIVE
1774901027.6487942,1769.0,161.45,200.0,8.04,INACTIVE
1774901027.6648421,1811.0,161.45,200.0,8.25,INACTIVE
1774901027.6811924,1935.0,161.45,200.0,8.87,INACTIVE
1774901027.6973505,1954.0,161.45,200.0,8.96,INACTIVE
1774901027.7126684,1814.0,161.45,200.0,8.26,INACTIVE
1774901027.7286417,1660.0,161.45,200.0,7.49,INACTIVE
1774901027.7445383,1485.0,161.45,200.0,6.62,INACTIVE
1774901027.760594,1191.0,161.45,200.0,5.15,INACTIVE
1774901027.7766125,1046.0,161.45,200.0,4.42,INACTIVE
1774901027.7926598,945.0,161.45,200.0,3.92,INACTIVE
1774901027.8086216,872.0,161.45,200.0,3.55,INACTIVE
1774901027.8247128,869.0,161.45,200.0,3.54,INACTIVE
1774901027.8405468,932.0,161.45,200.0,3.85,INACTIVE
1774901027.8572857,850.0,161.45,200.0,3.44,INACTIVE
1774901027.8727858,820.0,161.45,200.0,3.29,INACTIVE
1774901027.888605,755.0,161.45,200.0,2.97,INACTIVE
1774901027.9053457,627.0,161.45,200.0,2.33,INACTIVE
1774901027.9210925,506.0,161.45,200.0,1.72,INACTIVE
1774901027.9366188,453.0,161.45,200.0,1.46,INACTIVE
1774901027.9526436,392.0,161.45,200.0,1.15,INACTIVE
1774901027.9687986,380.0,161.45,200.0,1.09,INACTIVE
1774901027.985006,384.0,161.45,200.0,1.11,INACTIVE
1774901028.0009305,362.0,161.45,200.0,1.0,INACTIVE
1774901028.0167007,361.0,161.65,200.0,1.0,INACTIVE
1774901028.032731,372.0,161.65,200.0,1.05,INACTIVE
1774901028.0487454,367.0,161.65,200.0,1.03,INACTIVE
1774901028.064629,365.0,161.65,200.0,1.02,INACTIVE
1774901028.0807564,354.0,161.84,200.0,0.96,INACTIVE
1774901028.0968215,360.0,162.04,200.0,0.99,INACTIVE
1774901028.1126745,362.0,162.24,200.0,1.0,INACTIVE
1774901028.1285412,366.0,162.24,200.0,1.02,INACTIVE
1774901028.1446087,353.0,162.43,200.0,0.95,INACTIVE
1774901028.160623,369.0,162.43,200.0,1.03,INACTIVE
1774901028.176641,365.0,162.43,200.0,1.01,INACTIVE
1774901028.1927202,378.0,162.43,200.0,1.08,INACTIVE
1774901028.2088182,377.0,162.43,200.0,1.07,INACTIVE
1774901028.2250612,393.0,162.43,200.0,1.15,INACTIVE
1774901028.240701,386.0,162.43,200.0,1.12,INACTIVE
1774901028.2566998,379.0,162.43,200.0,1.08,INACTIVE
1774901028.2726977,361.0,162.63,200.0,0.99,INACTIVE
1774901028.2886195,360.0,162.83,200.0,0.99,INACTIVE
1774901028.3044467,366.0,162.83,200.0,1.02,INACTIVE
1774901028.320703,375.0,162.83,200.0,1.06,INACTIVE
1774901028.3366961,386.0,162.83,200.0,1.12,INACTIVE
1774901028.3525674,385.0,162.83,200.0,1.11,INACTIVE
1774901028.3685138,407.0,162.83,200.0,1.22,INACTIVE
1774901028.3846097,414.0,162.83,200.0,1.26,INACTIVE
1774901028.4006882,423.0,162.83,200.0,1.3,INACTIVE
1774901028.4165428,427.0,162.83,200.0,1.32,INACTIVE
1774901028.4324095,441.0,162.83,200.0,1.39,INACTIVE
1774901028.4487553,430.0,162.83,200.0,1.34,INACTIVE
1774901028.4645483,422.0,162.83,200.0,1.3,INACTIVE
1774901028.4806552,416.0,162.83,200.0,1.27,INACTIVE
1774901028.4966414,404.0,162.83,200.0,1.21,INACTIVE
1774901028.5125852,386.0,162.83,200.0,1.12,INACTIVE
1774901028.52863,369.0,162.83,200.0,1.03,INACTIVE
1774901028.544767,359.0,163.03,200.0,0.98,INACTIVE
1774901028.5605779,346.0,163.21,200.0,0.91,INACTIVE
1774901028.5765722,333.0,163.38,200.0,0.85,INACTIVE
1774901028.5926034,328.0,163.54,200.0,0.82,INACTIVE
1774901028.608647,335.0,163.71,200.0,0.86,INACTIVE
1774901028.6246302,374.0,163.71,200.0,1.05,INACTIVE
1774901028.640527,439.0,163.71,200.0,1.38,INACTIVE
1774901028.6565597,592.0,163.71,200.0,2.14,INACTIVE
1774901028.6728318,671.0,163.71,200.0,2.54,INACTIVE
1774901028.6884885,734.0,163.71,200.0,2.85,INACTIVE
1774901028.7045364,806.0,163.71,200.0,3.21,INACTIVE
1774901028.7205915,912.0,163.71,200.0,3.74,INACTIVE
1774901028.736639,1052.0,163.71,200.0,4.44,INACTIVE
1774901028.7525108,1537.0,163.71,200.0,6.87,INACTIVE
1774901028.7685058,1902.0,163.71,200.0,8.69,INACTIVE
1774901028.7846243,2262.0,163.71,200.0,10.49,INACTIVE
1774901028.8006997,2611.0,163.71,200.0,12.24,INACTIVE
1774901028.832761,2800.0,163.71,200.0,13.18,INACTIVE
1774901028.8335485,2729.0,163.71,200.0,12.83,INACTIVE
1774901028.8484726,2854.0,163.71,200.0,13.45,INACTIVE
1774901028.8643806,2799.0,163.71,200.0,13.18,INACTIVE
1774901028.880936,2644.0,163.71,200.0,12.4,INACTIVE
1774901028.8964124,2464.0,163.71,200.0,11.5,INACTIVE
1774901028.9124787,2215.0,163.71,200.0,10.26,INACTIVE
1774901028.928679,1909.0,163.71,200.0,8.73,INACTIVE
1774901028.945121,1738.0,163.71,200.0,7.87,INACTIVE
1774901028.9608212,1628.0,163.71,200.0,7.32,INACTIVE
1774901028.9765773,1582.0,163.71,200.0,7.09,INACTIVE
1774901028.9930787,1600.0,163.71,200.0,7.18,INACTIVE
1774901029.0090275,1633.0,163.71,200.0,7.35,INACTIVE
1774901029.0246437,1677.0,163.71,200.0,7.57,INACTIVE
1774901029.0408273,1708.0,163.71,200.0,7.72,INACTIVE
1774901029.056836,1783.0,163.71,200.0,8.1,INACTIVE
1774901029.0729492,1852.0,163.71,200.0,8.44,INACTIVE
1774901029.0886457,1919.0,163.71,200.0,8.78,INACTIVE
1774901029.1047904,2013.0,163.71,200.0,9.25,INACTIVE
1774901029.1205788,2118.0,163.71,200.0,9.77,INACTIVE
1774901029.136955,2219.0,163.71,200.0,10.28,INACTIVE
1774901029.152581,2307.0,163.71,200.0,10.72,INACTIVE
1774901029.1686158,2367.0,163.71,200.0,11.02,MIXED
1774901029.184622,2373.0,163.71,200.0,11.05,MIXED
1774901029.200777,2312.0,163.71,200.0,10.74,MIXED
1774901029.2166257,2245.0,163.71,200.0,10.41,MIXED
1774901029.232518,2199.0,163.71,200.0,10.18,MIXED
1774901029.2487197,2153.0,163.71,200.0,9.95,MIXED
1774901029.265035,2137.0,163.71,200.0,9.87,MIXED
1774901029.2808228,2175.0,163.71,200.0,10.06,MIXED
1774901029.2966998,2174.0,163.71,200.0,10.05,MIXED
1774901029.3130348,2140.0,163.71,200.0,9.88,MIXED
1774901029.3293176,2104.0,163.71,200.0,9.7,ACTIVE
1774901029.3449304,2047.0,163.71,200.0,9.42,ACTIVE
1774901029.3613837,1972.0,163.71,200.0,9.04,ACTIVE
1774901029.3768258,1902.0,163.71,200.0,8.69,ACTIVE
1774901029.3936777,1856.0,163.71,200.0,8.46,ACTIVE
1774901029.4089696,1813.0,163.71,200.0,8.25,ACTIVE
1774901029.4247134,1800.0,163.71,200.0,8.18,ACTIVE
1774901029.4406714,1794.0,163.71,200.0,8.15,ACTIVE
1774901029.4565907,1785.0,163.71,200.0,8.11,ACTIVE
1774901029.4726052,1758.0,163.71,200.0,7.97,ACTIVE
1774901029.488672,1727.0,163.71,200.0,7.82,ACTIVE
1774901029.5047464,1664.0,163.71,200.0,7.5,ACTIVE
1774901029.520585,1598.0,163.71,200.0,7.17,ACTIVE
1774901029.536791,1506.0,163.71,200.0,6.71,ACTIVE
1774901029.5525978,1416.0,163.71,200.0,6.26,ACTIVE
1774901029.5687175,1363.0,163.71,200.0,6.0,ACTIVE
1774901029.5847147,1344.0,163.71,200.0,5.9,ACTIVE
1774901029.6006143,1494.0,163.71,200.0,6.65,ACTIVE
1774901029.6167696,1531.0,163.71,200.0,6.84,ACTIVE
